age,income_lakh,credit_score,loan_amount_lakh,existing_loans,approved,debt_burden,high_credit_score
29.0,3.2,545.0,28.13,3.0,0,8.790624999999999,0
42.0,20.0,783.0,4.84,3.0,1,0.242,1
63.0,16.53,617.0,4.61,2.0,1,0.278886872353297,0
52.0,4.73,797.0,24.74,2.0,0,5.23044397463002,1
61.0,16.12,454.0,11.99,4.0,1,0.7437965260545906,0
43.0,20.18,665.0,26.56,2.0,1,1.3161546085232902,0
23.0,23.15,827.0,2.24,1.0,1,0.09676025917926567,1
37.0,13.74,669.0,19.22,2.0,1,1.3988355167394468,0
50.0,20.62,695.0,1.25,2.0,1,0.0606207565470417,0
43.0,17.41,838.0,29.23,4.0,1,1.678920160827111,1
23.0,2.59,539.0,14.53,1.0,0,5.61003861003861,0
54.0,21.24,626.0,2.54,0.0,1,0.11958568738229756,0
28.0,17.94,800.0,6.28,1.0,1,0.35005574136008916,1
46.0,10.86,832.0,5.77,3.0,1,0.5313075506445673,1
30.0,17.13,734.0,14.12,4.0,1,0.8242848803269118,1
41.0,18.53,697.0,5.57,3.0,1,0.3005936319481921,0
33.0,14.41,638.0,9.74,3.0,1,0.6759195003469812,0
52.0,1.67,750.0,11.14,1.0,0,6.670658682634731,1
21.0,8.8,626.0,2.55,0.0,1,0.28977272727272724,0
26.0,23.78,552.0,15.675,4.0,1,0.6591673675357443,0
26.0,3.14,626.0,5.95,4.0,0,1.894904458598726,0
21.0,18.76,722.0,20.97,0.0,1,1.1178038379530915,1
53.0,16.84,653.0,18.17,3.0,1,1.078978622327791,0
42.0,10.09,465.0,20.85,4.0,0,2.066402378592666,0
44.0,15.07,777.0,4.61,3.0,1,0.30590577305905775,1
64.0,13.0,634.0,14.16,1.0,1,1.0892307692307692,0
51.0,10.93,721.0,11.94,3.0,1,1.092406221408966,1
51.0,15.59,488.0,14.59,4.0,1,0.935856318152662,0
54.0,14.39,726.0,17.32,3.0,1,1.2036136205698402,1
47.0,5.03,760.0,10.28,4.0,0,2.043737574552684,1
50.0,6.36,612.0,27.27,0.0,0,4.287735849056603,0
53.0,5.13,525.0,29.32,3.0,0,5.715399610136452,0
35.0,24.68,474.0,17.65,4.0,1,0.7151539708265802,0
61.0,1.86,591.0,29.86,4.0,0,16.053763440860212,0
56.0,17.14,604.0,12.13,3.0,1,0.7077012835472579,0
55.0,15.3,721.0,6.68,3.0,1,0.43660130718954243,1
52.0,9.27,606.0,20.48,2.0,0,2.2092772384034522,0
53.0,6.76,662.0,28.98,1.0,0,4.28698224852071,0
61.0,17.47,518.0,20.21,0.0,1,1.1568402976531198,0
52.0,21.2,788.0,23.87,3.0,1,1.1259433962264151,1
31.0,21.6,799.0,20.12,4.0,1,0.9314814814814815,1
34.0,2.68,691.0,16.15,4.0,0,6.026119402985073,0
60.0,15.42,776.0,9.03,2.0,1,0.5856031128404668,1
43.0,16.46,549.0,20.71,1.0,1,1.2582017010935602,0
23.0,5.73,759.0,26.95,4.0,0,4.703315881326352,1
64.0,11.54,820.0,19.04,4.0,1,1.6499133448873484,1
53.0,21.06,744.0,28.25,1.0,1,1.3414055080721747,1
29.0,16.93,767.0,10.74,3.0,1,0.6343768458357945,1
63.0,19.07,708.0,25.71,4.0,1,1.348190875721028,1
58.0,22.1,581.0,28.92,3.0,1,1.3085972850678733,0
30.0,19.06,464.0,29.31,2.0,1,1.537775445960126,0
41.0,10.09,808.0,29.27,1.0,0,2.9008919722497524,1
36.0,22.64,817.0,1.74,1.0,1,0.07685512367491165,1
44.0,19.19,805.0,26.08,3.0,1,1.359041167274622,1
40.0,20.53,748.0,19.04,1.0,1,0.927423283000487,1
60.0,17.15,529.0,14.35,2.0,1,0.8367346938775511,0
31.0,5.63,474.0,12.35,2.0,0,2.19360568383659,0
22.0,15.19,458.0,4.93,3.0,1,0.3245556287030941,0
56.0,7.38,502.0,9.38,0.0,1,1.2710027100271004,0
59.0,3.11,802.0,25.75,1.0,0,8.279742765273312,1
62.0,3.53,515.0,9.86,0.0,0,2.7932011331444757,0
54.0,17.03,704.0,10.35,2.0,1,0.6077510275983558,1
24.0,16.85,556.0,15.64,0.0,1,0.9281899109792284,0
31.0,18.33,594.0,12.66,0.0,1,0.6906710310965631,0
28.0,18.81,721.0,18.09,4.0,1,0.9617224880382775,1
50.0,8.35,764.0,18.87,0.0,1,2.2598802395209585,1
64.0,8.6,834.0,27.84,2.0,0,3.2372093023255815,1
45.0,16.5,481.0,15.56,3.0,1,0.9430303030303031,0
36.0,19.08,490.0,25.68,2.0,1,1.3459119496855347,0
22.0,10.06,660.0,27.85,3.0,0,2.768389662027833,0
47.0,6.23,813.0,16.59,0.0,1,2.6629213483146064,1
41.0,23.25,559.0,25.33,1.0,1,1.0894623655913978,0
36.0,4.51,570.0,25.14,3.0,0,5.574279379157429,0
30.0,22.44,466.0,8.46,0.0,1,0.3770053475935829,0
50.0,12.46,453.0,5.76,2.0,1,0.46227929373996784,0
53.0,24.66,597.0,8.47,1.0,1,0.3434712084347121,0
31.0,18.76,609.0,9.25,4.0,1,0.4930703624733475,0
26.0,5.19,807.0,8.29,0.0,1,1.5973025048169553,1
32.0,16.65,555.0,24.26,2.0,1,1.4570570570570573,0
47.0,9.37,643.0,21.74,2.0,0,2.32017075773746,0
53.0,4.17,458.0,3.84,0.0,1,0.9208633093525179,0
57.0,6.46,692.0,17.29,2.0,0,2.676470588235294,0
34.0,24.77,700.0,6.35,4.0,1,0.2563584981832862,1
29.0,14.51,545.0,23.13,2.0,1,1.5940730530668503,0
35.0,15.2,490.0,2.97,4.0,1,0.1953947368421053,0
41.0,10.16,609.0,14.89,2.0,1,1.4655511811023623,0
36.0,20.46,491.0,20.02,1.0,1,0.9784946236559139,0
52.0,13.97,547.0,3.26,1.0,1,0.2333571939871152,0
43.0,10.85,767.0,10.62,2.0,1,0.9788018433179723,1
57.0,13.25,787.0,18.84,2.0,1,1.4218867924528302,1
40.0,9.17,752.0,24.45,0.0,0,2.6663031624863684,1
42.0,3.52,624.0,17.86,4.0,0,5.073863636363636,0
37.0,17.82,603.0,14.25,0.0,1,0.7996632996632996,0
27.0,8.32,652.0,29.64,1.0,0,3.5625,0
64.0,24.92,641.0,27.51,3.0,1,1.103932584269663,0
29.0,20.49,621.0,21.19,2.0,1,1.0341630063445584,0
59.0,20.07,641.0,29.73,0.0,1,1.4813153961136023,0
53.0,21.28,777.0,10.35,0.0,1,0.4863721804511278,1
30.0,4.81,831.0,5.45,0.0,1,1.1330561330561333,1
42.0,3.95,691.0,17.54,1.0,0,4.440506329113924,0
32.0,7.03,656.0,13.99,2.0,0,1.9900426742532005,0
64.0,24.17,708.0,26.01,1.0,1,1.076127430699214,1
46.0,10.07,493.0,19.33,1.0,0,1.9195630585898706,0
64.0,3.07,653.0,11.84,4.0,0,3.8566775244299674,0
21.0,8.33,831.0,25.19,0.0,0,3.0240096038415367,1
64.0,6.58,845.0,21.91,2.0,0,3.3297872340425534,1
53.0,19.67,801.0,24.53,2.0,1,1.2470767666497202,1
24.0,17.33,748.0,25.3,0.0,1,1.4598961338718985,1
64.0,12.29,586.0,13.04,1.0,1,1.0610252237591538,0
25.0,9.01,841.0,19.01,4.0,0,2.109877913429523,1
41.0,13.79,731.0,19.68,4.0,0,1.427121102248006,1
46.0,12.51,838.0,19.44,3.0,1,1.5539568345323742,1
41.0,13.79,824.0,5.67,3.0,1,0.41116751269035534,1
29.0,8.23,497.0,24.38,2.0,0,2.962332928311057,0
62.0,19.03,799.0,24.43,1.0,1,1.2837624802942722,1
50.0,7.94,752.0,26.46,2.0,0,3.3324937027707806,1
49.0,22.94,537.0,21.91,0.0,1,0.9551002615518744,0
45.0,18.27,818.0,23.58,4.0,1,1.29064039408867,1
38.0,24.6,618.0,4.74,3.0,1,0.1926829268292683,0
61.0,10.69,526.0,2.19,2.0,1,0.2048643592142189,0
44.0,24.24,514.0,26.21,1.0,1,1.0812706270627064,0
31.0,16.82,592.0,21.22,2.0,1,1.2615933412604041,0
53.0,22.55,738.0,14.95,2.0,1,0.6629711751662971,1
42.0,10.64,710.0,18.01,4.0,0,1.6926691729323309,1
29.0,4.85,473.0,9.91,4.0,0,2.0432989690721652,0
40.0,4.97,635.0,25.36,1.0,0,5.1026156941649905,0
35.0,22.6,817.0,4.75,4.0,1,0.21017699115044247,1
63.0,22.55,763.0,29.67,2.0,1,1.3157427937915742,1
61.0,24.58,475.0,14.87,4.0,1,0.6049633848657445,0
50.0,21.89,696.0,4.04,0.0,1,0.1845591594335313,0
58.0,5.95,783.0,27.8,4.0,0,4.6722689075630255,1
31.0,21.79,515.0,12.87,4.0,1,0.5906379072969252,0
43.0,17.69,631.0,19.45,0.0,1,1.0994912379875634,0
47.0,13.79,476.0,29.76,1.0,0,2.1580855692530823,0
47.0,2.81,677.0,27.16,0.0,0,9.665480427046264,0
33.0,11.23,667.0,22.55,2.0,0,2.008014247551202,0
42.0,18.84,694.0,9.89,1.0,1,0.5249469214437368,0
45.0,16.84,738.0,15.41,0.0,1,0.915083135391924,1
36.0,8.65,792.0,14.63,4.0,0,1.6913294797687861,1
50.0,14.03,569.0,2.29,0.0,1,0.1632216678545973,0
43.0,11.64,730.0,8.5,2.0,1,0.7302405498281787,1
24.0,5.97,487.0,4.13,4.0,0,0.6917922948073701,0
49.0,7.26,537.0,9.7,1.0,1,1.3360881542699723,0
42.0,11.43,568.0,11.57,0.0,1,1.0122484689413824,0
35.0,18.15,455.0,19.04,3.0,1,1.0490358126721764,0
31.0,10.05,558.0,3.01,4.0,1,0.299502487562189,0
40.0,4.57,719.0,16.26,1.0,0,3.5579868708971554,1
62.0,24.83,563.0,15.55,1.0,1,0.6262585581957311,0
61.0,16.1,666.0,24.52,4.0,1,1.5229813664596272,0
40.0,17.53,601.0,27.73,4.0,0,1.5818596691386195,0
25.0,21.08,668.0,15.03,0.0,1,0.7129981024667932,0
31.0,1.6,473.0,19.87,0.0,0,12.41875,0
62.0,9.65,750.0,15.03,3.0,1,1.5575129533678755,1
28.0,5.29,565.0,22.75,3.0,0,4.300567107750473,0
29.0,18.42,499.0,14.64,3.0,1,0.7947882736156351,0
30.0,5.91,452.0,21.43,2.0,0,3.626057529610829,0
43.0,12.42,595.0,28.35,1.0,0,2.282608695652174,0
39.0,7.14,663.0,14.92,1.0,0,2.089635854341737,0
63.0,5.93,566.0,17.12,0.0,0,2.8870151770657677,0
37.0,6.69,489.0,15.1,1.0,0,2.257100149476831,0
56.0,14.18,562.0,2.18,2.0,1,0.153737658674189,0
56.0,8.98,475.0,22.28,2.0,0,2.4810690423162582,0
43.0,16.46,769.0,5.15,1.0,1,0.3128797083839611,1
44.0,15.82,655.0,14.77,4.0,1,0.9336283185840708,0
33.0,9.94,451.0,4.04,4.0,1,0.40643863179074446,0
26.0,9.6,814.0,12.06,0.0,1,1.25625,1
55.0,9.0,695.0,11.31,2.0,1,1.2566666666666668,0
48.0,12.63,657.0,28.79,1.0,0,2.279493269992082,0
61.0,9.29,462.0,20.74,2.0,0,2.232508073196986,0
53.0,8.19,781.0,28.83,3.0,0,3.52014652014652,1
29.0,18.35,720.0,4.06,0.0,1,0.22125340599455037,1
64.0,10.71,552.0,5.01,4.0,1,0.4677871148459383,0
55.0,14.77,459.0,21.56,1.0,1,1.4597156398104265,0
64.0,3.66,709.0,20.83,2.0,0,5.691256830601092,1
31.0,7.56,640.0,25.16,2.0,0,3.3280423280423284,0
50.0,14.47,797.0,15.675,4.0,1,1.0832757429163786,1
42.0,12.23,673.0,19.29,3.0,1,1.5772690106295992,0
41.0,19.71,462.0,9.2,1.0,1,0.46676813800101463,0
29.0,9.46,833.0,16.0,4.0,0,1.6913319238900633,1
25.0,15.53,452.0,11.48,4.0,1,0.7392144236960722,0
28.0,18.27,674.0,28.14,4.0,1,1.5402298850574714,0
32.0,16.45,729.0,27.63,3.0,1,1.6796352583586627,1
29.0,21.8,834.0,23.57,1.0,1,1.0811926605504587,1
22.0,5.12,458.0,4.65,3.0,0,0.908203125,0
43.0,20.77,740.0,28.56,4.0,1,1.3750601829561868,1
44.0,24.98,513.0,18.55,1.0,1,0.7425940752602082,0
35.0,12.47,579.0,22.42,4.0,0,1.7979149959903769,0
32.0,6.28,812.0,23.46,1.0,0,3.7356687898089174,1
21.0,19.42,741.0,24.28,4.0,1,1.250257466529351,1
30.0,20.16,615.0,13.58,4.0,1,0.6736111111111112,0
44.0,9.17,480.0,6.29,1.0,1,0.6859323882224646,0
57.0,4.48,679.0,16.48,4.0,0,3.6785714285714284,0
46.0,12.22,490.0,4.64,0.0,1,0.3797054009819967,0
32.0,20.26,704.0,25.13,3.0,1,1.2403751233958538,1
46.0,22.1,524.0,27.37,1.0,1,1.2384615384615385,0
33.0,7.24,815.0,12.4,1.0,1,1.712707182320442,1
43.0,10.69,641.0,15.9,1.0,1,1.4873713751169317,0
45.0,14.17,672.0,13.99,3.0,1,0.9872971065631616,0
24.0,22.18,658.0,10.14,4.0,1,0.4571686203787196,0
48.0,17.0,612.0,11.72,2.0,1,0.6894117647058824,0
59.0,3.48,606.0,5.32,4.0,0,1.528735632183908,0
35.0,9.49,845.0,25.24,0.0,0,2.6596417281348788,1
52.0,11.15,590.0,7.81,2.0,1,0.7004484304932734,0
41.0,4.66,850.0,21.42,0.0,0,4.5965665236051505,1
43.0,5.13,778.0,4.81,0.0,1,0.9376218323586744,1
28.0,17.81,624.0,3.8,1.0,1,0.2133632790567097,0
63.0,4.03,721.0,18.21,1.0,0,4.518610421836228,1
50.0,6.18,506.0,5.67,3.0,0,0.9174757281553398,0
64.0,7.13,552.0,12.13,2.0,0,1.7012622720897617,0
35.0,22.7,693.0,11.74,1.0,1,0.5171806167400881,0
25.0,21.72,827.0,13.64,1.0,1,0.6279926335174955,1
34.0,6.02,705.0,12.63,1.0,0,2.098006644518273,1
28.0,12.38,493.0,23.08,2.0,0,1.8642972536348947,0
24.0,22.95,831.0,24.4,2.0,1,1.0631808278867103,1
61.0,17.8,704.0,29.84,0.0,1,1.6764044943820224,1
43.0,19.11,496.0,15.675,4.0,1,0.8202511773940346,0
39.0,17.59,755.0,16.36,0.0,1,0.9300739056281978,1
24.0,10.22,662.0,3.88,4.0,1,0.3796477495107632,0
46.0,10.5,570.0,12.13,2.0,1,1.1552380952380954,0
22.0,19.72,841.0,17.39,4.0,1,0.8818458417849899,1
37.0,12.32,772.0,5.37,3.0,1,0.43587662337662336,1
57.0,17.87,721.0,13.56,3.0,1,0.7588136541689983,1
36.0,19.47,560.0,15.14,4.0,1,0.7776065742167437,0
37.0,3.93,646.0,4.02,3.0,0,1.0229007633587786,0
44.0,7.3,487.0,21.85,3.0,0,2.993150684931507,0
27.0,9.15,830.0,14.77,3.0,1,1.6142076502732239,1
41.0,13.68,591.0,24.1,0.0,1,1.7616959064327486,0
25.0,21.45,783.0,28.85,3.0,1,1.344988344988345,1
52.0,6.07,800.0,10.97,3.0,0,1.8072487644151565,1
25.0,20.77,806.0,25.83,0.0,1,1.2436206066441984,1
56.0,7.74,458.0,17.57,2.0,0,2.2700258397932815,0
51.0,8.38,500.0,9.93,2.0,1,1.1849642004773269,0
42.0,21.73,791.0,27.06,3.0,1,1.2452830188679245,1
49.0,2.14,557.0,21.91,2.0,0,10.238317757009344,0
36.0,14.45,659.0,8.05,4.0,1,0.5570934256055364,0
57.0,8.85,720.0,10.54,2.0,1,1.190960451977401,1
28.0,16.68,508.0,15.86,4.0,1,0.9508393285371702,0
46.0,10.03,699.0,16.66,4.0,0,1.6610169491525424,0
21.0,9.94,805.0,20.38,3.0,0,2.050301810865191,1
28.0,17.18,799.0,4.42,4.0,1,0.2572759022118743,1
58.0,19.35,669.0,11.23,0.0,1,0.5803617571059432,0
50.0,8.9,710.0,12.81,0.0,1,1.439325842696629,1
47.0,19.12,506.0,23.31,3.0,1,1.2191422594142258,0
62.0,7.82,819.0,28.85,1.0,0,3.6892583120204603,1
37.0,21.5,810.0,17.01,2.0,1,0.7911627906976745,1
35.0,11.74,843.0,21.43,1.0,1,1.8253833049403747,1
55.0,11.39,836.0,19.43,2.0,1,1.7058823529411764,1
56.0,15.71,641.0,8.67,0.0,1,0.5518777848504137,0
56.0,20.5,680.0,27.57,2.0,1,1.344878048780488,0
62.0,23.82,768.0,27.29,1.0,1,1.1456759026028547,1
38.0,23.7,738.0,20.56,4.0,1,0.8675105485232067,1
36.0,13.06,581.0,21.91,1.0,1,1.6776416539050536,0
42.0,8.61,744.0,28.93,4.0,0,3.3600464576074334,1
54.0,16.75,517.0,29.86,2.0,0,1.7826865671641792,0
58.0,6.66,767.0,17.61,3.0,0,2.644144144144144,1
50.0,10.5,667.0,29.31,4.0,0,2.7914285714285714,0
41.0,17.4,825.0,29.88,0.0,1,1.717241379310345,1
45.0,7.23,779.0,18.59,3.0,0,2.5712309820193635,1
52.0,6.33,487.0,13.14,2.0,0,2.075829383886256,0
38.0,15.98,519.0,9.4,3.0,1,0.5882352941176471,0
32.0,17.9,834.0,25.39,4.0,1,1.4184357541899444,1
63.0,7.26,510.0,25.34,2.0,0,3.4903581267217634,0
54.0,5.25,552.0,3.62,2.0,1,0.6895238095238095,0
48.0,20.62,584.0,18.9,0.0,1,0.9165858389912706,0
41.0,24.6,679.0,23.65,4.0,1,0.9613821138211381,0
56.0,14.18,697.0,14.42,4.0,1,1.0169252468265162,0
26.0,20.15,498.0,5.86,3.0,1,0.2908188585607941,0
41.0,2.71,647.0,5.47,0.0,1,2.018450184501845,0
26.0,18.32,483.0,6.01,1.0,1,0.32805676855895194,0
39.0,19.57,525.0,3.97,4.0,1,0.20286152273888605,0
63.0,6.19,635.0,10.17,0.0,1,1.6429725363489498,0
63.0,11.57,488.0,15.89,1.0,1,1.3733794295592048,0
33.0,21.27,521.0,6.03,3.0,1,0.2834978843441467,0
39.0,14.13,559.0,29.69,1.0,0,2.1012031139419673,0
42.0,4.76,459.0,18.5,2.0,0,3.8865546218487395,0
32.0,23.62,597.0,15.44,0.0,1,0.6536833192209991,0
43.0,23.81,537.0,29.15,3.0,1,1.2242755144897102,0
44.0,15.56,457.0,2.43,3.0,1,0.15616966580976865,0
61.0,9.3,542.0,18.82,2.0,0,2.0236559139784944,0
30.0,24.39,638.0,18.89,4.0,1,0.7744977449774498,0
53.0,18.4,812.0,13.27,1.0,1,0.7211956521739131,1
21.0,23.34,733.0,25.98,0.0,1,1.1131105398457584,1
31.0,14.5,504.0,3.35,3.0,1,0.2310344827586207,0
64.0,20.94,750.0,1.14,4.0,1,0.05444126074498567,1
28.0,16.43,498.0,15.93,0.0,1,0.9695678636640293,0
60.0,19.07,571.0,18.53,2.0,1,0.9716832721552177,0
60.0,10.51,542.0,15.68,2.0,1,1.4919124643196955,0
62.0,11.65,741.0,5.39,3.0,1,0.46266094420600856,1
33.0,24.78,641.0,23.0,1.0,1,0.9281678773204196,0
44.0,21.94,658.0,21.27,0.0,1,0.9694621695533272,0
41.0,2.51,683.0,19.49,1.0,0,7.764940239043825,0
44.0,8.36,534.0,2.27,0.0,1,0.2715311004784689,0
40.0,18.39,568.0,12.74,0.0,1,0.6927678085916259,0
53.0,6.3,634.0,25.88,4.0,0,4.1079365079365076,0
59.0,14.89,594.0,21.57,0.0,1,1.4486232370718604,0
62.0,15.23,557.0,1.95,1.0,1,0.12803676953381482,0
42.0,16.44,715.0,4.6,0.0,1,0.27980535279805346,1
29.0,3.29,546.0,4.2,1.0,0,1.2765957446808511,0
30.0,22.97,568.0,2.72,2.0,1,0.11841532433609056,0
36.0,4.1,623.0,5.51,3.0,0,1.3439024390243903,0
37.0,2.84,661.0,9.1,4.0,0,3.204225352112676,0
31.0,7.3,456.0,25.69,2.0,0,3.519178082191781,0
62.0,13.79,687.0,6.7,1.0,1,0.48585931834662804,0
28.0,8.05,742.0,15.53,3.0,0,1.9291925465838506,1
48.0,6.33,639.0,22.6,3.0,0,3.5703001579778832,0
41.0,11.0,769.0,15.01,2.0,1,1.3645454545454545,1
33.0,13.79,616.0,18.77,2.0,1,1.3611312545322698,0
47.0,11.7,715.0,25.99,4.0,0,2.2213675213675215,1
28.0,21.42,813.0,18.52,4.0,1,0.8646125116713351,1
58.0,12.42,562.0,3.76,2.0,1,0.3027375201288245,0
35.0,24.37,764.0,29.22,4.0,1,1.1990151826015591,1
56.0,18.45,751.0,17.13,3.0,1,0.9284552845528455,1
24.0,19.17,622.0,14.12,4.0,1,0.7365675534689619,0
31.0,13.79,691.0,29.8,3.0,1,2.1609862218999276,0
30.0,12.69,715.0,15.37,1.0,1,1.211189913317573,1
37.0,23.48,762.0,12.88,1.0,1,0.5485519591141397,1
41.0,21.55,459.0,5.22,3.0,1,0.2422273781902552,0
43.0,18.47,787.0,22.92,3.0,1,1.240931239848403,1
58.0,18.54,566.0,1.7,1.0,1,0.09169363538295577,0
60.0,10.3,683.0,6.14,3.0,1,0.5961165048543688,0
49.0,20.56,491.0,24.33,3.0,1,1.1833657587548638,0
42.0,24.55,660.0,6.49,4.0,1,0.26435845213849285,0
41.0,6.79,746.0,27.18,0.0,0,4.002945508100147,1
60.0,10.35,639.0,2.97,3.0,1,0.28695652173913044,0
22.0,18.62,663.0,29.96,4.0,1,1.6090225563909775,0
54.0,17.36,709.0,23.97,2.0,1,1.3807603686635945,1
37.0,13.43,775.0,16.73,2.0,1,1.2457185405807893,1
51.0,22.4,502.0,21.56,0.0,1,0.9625,0
39.0,2.75,630.0,6.47,4.0,0,2.3527272727272726,0
46.0,8.82,623.0,9.25,2.0,1,1.0487528344671202,0
48.0,11.15,464.0,19.06,1.0,0,1.7094170403587443,0
52.0,13.34,556.0,3.03,1.0,1,0.22713643178410794,0
56.0,1.73,677.0,10.07,2.0,0,5.820809248554913,0
50.0,19.4,462.0,11.07,0.0,1,0.570618556701031,0
29.0,15.16,664.0,10.28,3.0,1,0.6781002638522426,0
27.0,8.69,496.0,15.83,4.0,0,1.8216340621403915,0
29.0,10.31,738.0,19.09,2.0,1,1.8516003879728418,1
54.0,15.5,537.0,19.09,2.0,1,1.2316129032258065,0
42.0,16.48,693.0,22.63,3.0,1,1.3731796116504853,0
33.0,21.65,848.0,5.15,0.0,1,0.2378752886836028,1
23.0,9.79,593.0,4.42,1.0,1,0.4514811031664965,0
37.0,2.15,549.0,15.42,3.0,0,7.172093023255814,0
39.0,8.78,771.0,24.17,1.0,0,2.752847380410023,1
51.0,2.58,704.0,4.25,0.0,1,1.6472868217054264,1
38.0,13.74,673.0,27.6,2.0,0,2.0087336244541487,0
34.0,21.82,708.0,12.08,2.0,1,0.5536205316223648,1
57.0,20.93,485.0,25.89,1.0,1,1.2369804108934543,0
32.0,23.53,760.0,3.95,1.0,1,0.16787080322991926,1
24.0,21.9,650.0,18.06,3.0,1,0.8246575342465753,0
28.0,14.49,632.0,28.16,4.0,0,1.943409247757074,0
29.0,9.14,651.0,16.04,3.0,0,1.7549234135667393,0
34.0,2.75,555.0,15.21,1.0,0,5.530909090909091,0
35.0,20.34,539.0,18.95,3.0,1,0.931661750245821,0
64.0,15.01,665.0,13.81,3.0,1,0.9200532978014657,0
60.0,23.36,798.0,16.99,0.0,1,0.7273116438356164,1
58.0,9.67,540.0,14.14,0.0,1,1.4622543950361946,0
44.0,9.23,469.0,7.95,4.0,0,0.8613217768147345,0
50.0,17.68,582.0,2.62,0.0,1,0.14819004524886878,0
42.0,18.47,743.0,1.3,4.0,1,0.07038440714672442,1
41.0,8.35,774.0,15.55,3.0,0,1.8622754491017965,1
25.0,17.77,719.0,20.0,3.0,1,1.1254924029262803,1
32.0,16.22,691.0,17.84,4.0,1,1.0998766954377313,0
31.0,9.24,752.0,11.35,0.0,1,1.2283549783549783,1
51.0,10.79,789.0,28.58,3.0,0,2.648748841519926,1
57.0,18.85,550.0,14.64,0.0,1,0.776657824933687,0
56.0,18.74,495.0,17.54,1.0,1,0.9359658484525081,0
21.0,24.63,518.0,10.88,2.0,1,0.4417377182298011,0
43.0,12.61,742.0,12.49,3.0,1,0.9904837430610627,1
60.0,23.03,637.0,6.94,1.0,1,0.30134607034303085,0
59.0,23.65,829.0,29.29,2.0,1,1.238477801268499,1
43.0,18.4,484.0,20.48,1.0,1,1.1130434782608696,0
53.0,16.78,541.0,6.77,2.0,1,0.40345649582836707,0
43.0,8.93,589.0,4.8,1.0,1,0.5375139977603584,0
53.0,1.97,604.0,3.69,4.0,0,1.8730964467005076,0
31.0,13.79,822.0,9.01,1.0,1,0.653372008701958,1
24.0,19.15,646.0,5.34,1.0,1,0.2788511749347259,0
34.0,4.91,635.0,13.48,3.0,0,2.745417515274949,0
31.0,5.97,841.0,18.14,0.0,0,3.038525963149079,1
39.0,24.51,526.0,3.55,3.0,1,0.14483884128926966,0
48.0,2.23,480.0,26.11,4.0,0,11.708520179372197,0
24.0,7.72,697.0,3.75,2.0,1,0.48575129533678757,0
58.0,24.25,845.0,9.8,3.0,1,0.4041237113402062,1
35.0,17.91,538.0,5.98,2.0,1,0.33389168062534896,0
39.0,23.81,752.0,5.42,3.0,1,0.2276354472910542,1
26.0,21.1,454.0,15.27,2.0,1,0.723696682464455,0
22.0,19.32,605.0,19.0,1.0,1,0.9834368530020704,0
64.0,20.21,662.0,6.79,0.0,1,0.3359722909450767,0
29.0,21.93,641.0,16.41,2.0,1,0.7482900136798906,0
53.0,14.04,597.0,3.59,2.0,1,0.2556980056980057,0
37.0,20.62,712.0,1.58,0.0,1,0.07662463627546072,1
38.0,9.83,498.0,17.47,0.0,1,1.7772126144455747,0
47.0,6.96,510.0,7.66,3.0,0,1.1005747126436782,0
22.0,3.52,737.0,12.24,4.0,0,3.4772727272727275,1
42.0,17.8,490.0,13.38,3.0,1,0.751685393258427,0
48.0,21.29,589.0,14.66,2.0,1,0.6885861906998592,0
64.0,7.15,634.0,18.54,0.0,0,2.5930069930069926,0
64.0,10.23,679.0,2.46,3.0,1,0.24046920821114368,0
45.0,11.06,811.0,5.77,0.0,1,0.5216998191681735,1
37.0,14.35,503.0,14.64,1.0,1,1.0202090592334496,0
51.0,17.19,490.0,3.91,4.0,1,0.22745782431646305,0
37.0,8.6,544.0,10.63,2.0,1,1.2360465116279071,0
58.0,19.23,511.0,5.84,0.0,1,0.3036921476859074,0
45.0,4.52,707.0,6.8,2.0,1,1.504424778761062,1
24.0,4.02,831.0,28.59,1.0,0,7.111940298507464,1
46.0,14.89,615.0,19.27,2.0,1,1.2941571524513096,0
58.0,6.3,471.0,16.56,4.0,0,2.6285714285714286,0
24.0,5.79,637.0,23.93,0.0,0,4.132987910189983,0
60.0,3.98,742.0,26.67,1.0,0,6.701005025125629,1
56.0,17.91,475.0,28.92,0.0,1,1.6147403685092128,0
53.0,14.63,833.0,7.33,0.0,1,0.5010252904989747,1
50.0,18.6,671.0,20.89,3.0,1,1.1231182795698924,0
30.0,8.68,845.0,13.55,2.0,1,1.5610599078341014,1
25.0,14.64,678.0,18.96,2.0,1,1.2950819672131149,0
21.0,11.39,625.0,2.23,2.0,1,0.1957857769973661,0
35.0,16.72,563.0,9.31,1.0,1,0.5568181818181819,0
43.0,2.91,769.0,18.83,3.0,0,6.470790378006872,1
41.0,6.64,672.0,9.03,4.0,0,1.3599397590361446,0
48.0,24.03,755.0,17.4,2.0,1,0.7240948813982521,1
39.0,13.02,537.0,5.38,1.0,1,0.41321044546851,0
50.0,9.11,626.0,25.96,3.0,0,2.8496158068057085,0
42.0,22.48,509.0,9.51,4.0,1,0.4230427046263345,0
46.0,2.39,672.0,27.41,4.0,0,11.468619246861925,0
23.0,8.47,578.0,13.85,4.0,0,1.6351829988193622,0
23.0,10.56,671.0,25.54,0.0,0,2.418560606060606,0
33.0,24.27,493.0,10.49,0.0,1,0.4322208487845076,0
30.0,22.56,758.0,13.11,2.0,1,0.5811170212765957,1
